Date,WD2M,V10M,ALLSKY_SFC_SW_DWN,PSC,T2M,U50M,U2M,QV10M,V2M,RH2M,PS,SNODP,U10M,TS,WD10M,WS2M,WS10M,T2M_MIN,PRECTOTCORR,T2M_MAX
2021-01-09,42.44,-2.95,5.52,101.93,-0.74,-3.97,-1.8,3.36,-1.99,94.62,101.2,17.19,-2.68,-0.89,42.44,2.7,4.0,-3.17,0.08,3.25
2021-01-10,21.75,-2.77,5.87,102.1,-0.6,-1.66,-0.72,3.36,-1.77,93.94,101.36,16.41,-1.12,-1.13,21.88,1.92,2.99,-2.02,0.07,3.69
2021-01-11,248.38,2.2,3.85,101.85,1.0,4.89,2.37,3.97,1.55,97.12,101.12,16.41,3.43,0.52,248.25,2.95,4.27,-1.97,0.33,3.9
2021-01-12,205.12,0.57,2.0,101.12,4.32,6.77,3.52,5.13,0.56,97.38,100.41,16.41,4.97,3.55,205.19,4.48,6.64,-0.39,7.46,9.15
2021-01-13,239.62,0.12,2.24,101.52,4.87,6.52,3.09,5.31,0.06,96.0,100.81,16.41,4.57,3.55,239.94,3.27,4.84,0.12,3.79,8.62
2021-01-14,283.0,-1.59,1.85,101.05,7.68,8.79,4.48,6.16,-1.12,94.0,100.35,10.94,6.39,7.32,283.0,5.23,7.45,1.76,6.53,9.56
2021-01-15,111.31,-4.35,4.94,102.25,-1.05,-1.95,-0.77,2.99,-2.95,88.94,101.51,14.06,-1.24,-1.32,111.31,3.16,4.71,-4.35,0.11,3.24
2021-01-16,196.0,2.7,1.46,101.97,-0.6,2.25,1.02,3.36,1.91,92.5,101.24,17.19,1.44,-0.87,196.0,3.03,4.45,-3.4,7.67,2.34
2021-01-17,308.81,-2.75,4.54,101.9,2.57,5.45,2.02,4.39,-1.75,95.56,101.18,17.19,3.25,1.81,308.88,2.7,4.3,0.34,1.13,5.56
2021-01-18,238.44,2.46,4.57,102.14,2.44,5.14,1.98,4.21,1.68,93.06,101.41,17.19,3.12,1.95,238.38,2.77,4.27,0.15,0.08,6.27
2021-01-19,206.19,6.72,4.4,100.97,3.35,4.69,2.38,4.46,4.71,92.12,100.26,17.19,3.38,3.02,206.19,5.32,7.59,2.08,3.11,5.16
2021-01-20,189.5,8.85,4.81,99.42,6.64,2.47,1.05,5.13,6.2,83.94,98.72,17.19,1.51,6.05,189.5,6.3,9.02,3.29,0.83,9.53
2021-01-21,214.06,7.84,2.84,98.75,7.37,7.28,3.66,5.92,5.52,90.5,98.07,13.28,5.2,6.93,214.06,6.94,9.86,3.22,10.03,9.9
2021-01-22,292.12,-0.65,4.31,99.03,4.9,4.38,1.8,4.76,-0.48,88.12,98.33,0.0,2.74,4.74,291.31,2.18,3.27,3.25,4.52,7.85
2021-01-23,243.5,0.6,3.09,99.09,1.56,2.44,1.02,4.15,0.48,96.12,98.38,11.72,1.52,1.42,243.44,3.35,4.8,-2.02,4.97,2.76
2021-01-24,230.19,3.17,2.84,99.54,-0.28,4.66,2.03,3.66,2.23,96.25,98.83,17.19,3.06,-0.58,230.5,3.57,5.24,-3.38,1.85,2.01
2021-01-25,306.88,-2.66,4.17,100.4,0.72,5.16,2.01,3.54,-1.8,89.38,99.68,17.19,3.1,0.28,306.88,3.27,4.9,-2.28,0.12,4.97
2021-01-26,231.0,2.47,4.5,101.59,-0.24,4.41,1.77,3.42,1.7,91.94,100.86,17.19,2.67,-0.73,231.0,2.92,4.38,-2.47,0.47,2.51
2021-01-27,231.44,3.02,1.59,100.99,3.98,5.05,2.43,4.94,2.09,96.0,100.28,17.19,3.51,3.78,231.44,3.33,4.8,0.69,6.51,7.06
2021-01-28,244.69,2.61,3.87,100.23,10.26,9.44,4.59,7.26,1.8,92.94,99.54,17.19,6.59,9.75,244.69,5.26,7.55,5.62,8.54,13.62
2021-01-29,258.06,1.48,4.19,99.88,8.95,12.11,6.27,6.29,1.04,87.75,99.19,10.16,8.91,8.54,258.06,6.59,9.37,5.9,3.11,10.81
2021-01-30,202.75,2.77,4.03,99.19,7.9,2.36,1.02,6.35,1.85,94.06,98.5,0.0,1.48,7.35,203.31,2.55,3.78,5.78,13.13,11.94
2021-01-31,129.06,1.17,3.18,99.02,6.68,-1.23,-0.62,5.98,0.79,96.31,98.33,2.34,-0.93,6.42,129.06,1.91,2.84,4.62,7.47,8.94
2021-02-01,279.44,-0.83,3.37,99.14,6.88,4.61,2.12,5.92,-0.62,93.88,98.44,0.0,3.12,6.68,279.44,2.56,3.8,4.01,1.44,9.73
2021-02-02,222.44,4.64,5.32,99.69,10.3,6.78,3.34,7.08,3.23,90.56,99.01,0.0,4.76,9.88,222.44,5.06,7.25,4.73,3.6,14.27
2021-02-03,226.5,4.99,4.88,99.67,9.26,7.59,3.82,6.53,3.51,89.38,98.98,0.0,5.45,8.92,226.5,5.74,8.18,4.9,8.78,13.08
2021-02-04,181.44,3.0,5.24,100.69,6.87,0.04,-0.16,5.86,2.04,94.25,99.99,0.0,-0.12,6.76,181.75,2.28,3.39,4.3,1.61,10.2
2021-02-05,195.62,2.12,4.77,100.65,7.76,1.16,0.74,5.98,1.4,91.12,99.95,0.0,0.95,7.4,195.69,1.83,2.79,5.74,0.83,11.62
2021-02-06,93.62,-2.6,1.93,99.87,6.03,-3.34,-1.45,5.62,-1.86,94.62,99.18,0.0,-2.2,5.87,93.81,2.77,4.09,4.05,12.65,8.31
2021-02-07,318.31,-2.89,2.85,99.29,0.5,3.63,1.92,3.42,-2.04,86.5,98.58,14.06,2.7,0.6,318.31,2.83,3.99,-3.6,1.35,3.62
2021-02-08,197.12,-2.83,2.05,99.42,-2.91,-0.27,-0.16,2.56,-1.95,86.06,98.7,16.41,-0.22,-2.52,197.12,2.0,2.91,-4.96,0.07,0.64
2021-02-09,54.69,-2.22,2.97,99.81,-2.93,-3.77,-2.23,2.32,-1.59,79.0,99.09,17.19,-3.05,-2.24,54.69,3.01,4.12,-4.83,0.36,-0.58
2021-02-10,41.06,-4.96,6.93,100.62,-3.34,-5.66,-3.1,2.08,-3.54,74.06,99.89,17.19,-4.35,-2.97,41.06,4.72,6.62,-5.08,0.26,-0.7
2021-02-11,81.31,-0.59,8.88,102.05,-3.62,-7.78,-4.18,2.14,-0.4,79.62,101.31,17.19,-5.88,-3.49,81.31,4.28,6.03,-5.68,0.0,0.13
2021-02-12,73.0,-1.92,5.89,102.19,-4.38,-8.94,-4.63,1.95,-1.34,77.44,101.45,17.19,-6.59,-4.52,73.0,4.85,6.89,-6.77,0.0,-0.29
2021-02-13,97.44,0.78,9.93,102.83,-4.85,-7.99,-3.83,1.77,0.55,75.0,102.08,17.19,-5.51,-4.94,97.44,4.03,5.81,-8.99,0.0,0.16
2021-02-14,137.94,4.44,9.29,102.75,-2.59,-5.12,-2.73,2.32,3.14,78.5,102.01,17.19,-3.87,-2.49,137.94,4.25,6.02,-7.31,0.01,1.85
2021-02-15,193.56,5.7,4.89,102.12,2.9,2.31,0.91,4.39,3.92,93.38,101.4,17.19,1.34,2.33,193.56,4.14,6.02,0.13,2.18,5.76
2021-02-16,202.56,5.29,7.88,101.3,4.3,3.34,1.41,5.0,3.67,95.5,100.59,17.19,2.06,3.8,202.56,4.3,6.22,0.56,0.86,8.38
2021-02-17,204.94,4.91,7.01,101.36,6.8,3.7,1.86,5.49,3.32,91.25,100.65,15.62,2.64,6.31,204.88,3.97,5.83,3.61,0.14,12.17
2021-02-18,206.69,5.15,4.55,100.6,6.57,3.2,1.28,5.68,3.55,91.75,99.89,3.12,1.94,5.94,206.69,4.5,6.6,2.45,6.36,12.82
2021-02-19,175.5,4.8,8.09,101.0,6.84,-0.41,-0.31,6.04,3.29,96.31,100.3,0.0,-0.43,6.51,175.5,3.37,4.91,3.18,0.64,10.3
2021-02-20,176.12,7.12,9.77,100.6,10.8,-0.42,-0.34,6.47,4.93,82.38,99.91,0.0,-0.48,10.2,176.12,4.98,7.19,5.29,0.0,18.2
2021-02-21,167.31,4.95,11.33,100.75,10.24,-1.59,-0.75,6.23,3.35,82.75,100.05,0.0,-1.11,9.87,167.31,3.47,5.12,5.12,0.0,16.51
2021-02-22,174.12,4.14,5.24,101.4,10.08,-0.6,-0.27,6.9,2.77,90.81,100.7,0.0,-0.41,9.61,174.12,2.84,4.26,6.33,1.19,13.24
2021-02-23,197.62,5.46,9.24,102.46,11.98,2.84,1.2,7.57,3.71,88.44,101.76,0.0,1.76,11.56,197.62,3.91,5.77,8.35,0.04,16.87
2021-02-24,189.69,4.87,11.43,102.42,11.62,1.45,0.48,7.2,3.25,86.19,101.72,0.0,0.76,11.19,189.62,3.3,4.96,7.74,0.07,18.08
2021-02-25,252.94,0.8,10.26,102.32,10.62,3.01,1.27,6.96,0.5,87.31,101.61,0.0,1.91,10.44,252.81,2.59,3.88,6.94,0.33,16.11
2021-02-26,125.0,-4.51,7.49,103.04,7.34,-0.91,-0.3,4.82,-3.13,79.81,102.32,0.0,-0.46,7.44,125.0,3.27,4.7,1.33,1.15,12.02
2021-02-27,38.25,-4.05,13.5,103.32,4.34,-4.74,-2.35,4.03,-2.82,82.81,102.59,0.0,-3.34,4.62,38.25,3.7,5.29,0.36,0.01,10.5
2021-02-28,72.38,-1.73,13.81,102.84,4.55,-7.72,-3.76,4.03,-1.23,82.0,102.12,0.0,-5.38,4.8,72.38,4.04,5.77,1.01,0.05,10.63
2021-03-01,95.25,0.31,13.46,102.48,4.69,-5.89,-2.41,4.33,0.19,84.56,101.76,1.56,-3.71,4.85,95.19,2.44,3.75,-0.03,0.0,12.26
2021-03-02,165.88,2.55,12.19,102.42,7.82,-0.8,-0.41,5.25,1.48,82.75,101.71,0.0,-0.61,7.48,166.38,1.7,2.95,1.32,0.04,16.07
2021-03-03,232.12,1.42,10.46,102.3,10.05,2.9,1.04,6.29,0.91,84.88,101.6,0.0,1.77,9.66,232.19,1.52,2.51,4.11,0.61,16.49
2021-03-04,232.5,-2.21,7.61,101.77,7.21,3.16,1.58,5.68,-1.53,91.19,101.06,0.0,2.26,7.4,232.5,2.75,3.95,3.08,1.21,11.26
2021-03-05,36.69,-4.29,6.58,102.24,3.3,-4.72,-2.4,3.42,-3.05,74.56,101.51,0.78,-3.38,3.77,36.69,4.01,5.66,-1.51,0.05,7.58
2021-03-06,65.0,-2.07,15.24,102.51,1.38,-7.02,-3.1,2.69,-1.39,73.0,101.78,0.0,-4.62,1.44,65.0,3.44,5.12,-3.7,0.0,8.46
2021-03-07,45.12,-2.34,14.58,101.98,1.19,-3.74,-1.38,2.87,-1.54,76.75,101.25,1.56,-2.2,1.53,45.12,2.14,3.34,-4.85,0.0,9.17
2021-03-08,38.06,-2.62,14.84,101.81,1.4,-2.95,-1.45,3.11,-1.7,79.19,101.09,4.69,-2.12,1.87,38.06,2.28,3.44,-3.33,0.01,7.73
2021-03-09,238.69,-2.49,12.1,101.64,4.29,0.99,0.62,3.91,-1.47,79.75,100.92,0.0,0.84,3.85,238.81,1.7,2.82,-1.79,0.03,11.01
2021-03-10,211.56,5.7,10.74,101.2,4.86,3.42,1.7,4.21,3.92,80.12,100.49,0.0,2.45,3.95,211.75,4.38,6.35,-0.64,0.71,9.22
2021-03-11,242.44,4.71,10.38,100.16,9.75,12.57,6.55,5.74,3.3,78.31,99.47,0.0,9.33,9.55,242.44,7.72,11.0,5.24,3.06,13.76
2021-03-12,236.06,4.62,11.82,100.6,6.94,9.13,4.75,5.25,3.24,85.44,99.9,0.0,6.77,6.92,236.06,5.81,8.28,3.3,3.65,10.83
2021-03-13,249.0,4.05,9.62,99.94,7.69,12.93,6.82,5.07,2.84,78.56,99.25,0.0,9.71,7.55,249.0,7.67,10.92,3.54,6.05,10.78
2021-03-14,281.5,-1.65,10.12,101.11,6.58,9.78,5.0,4.7,-1.17,79.81,100.41,0.0,7.16,6.54,281.5,5.33,7.62,2.74,2.31,10.56
2021-03-15,320.5,-4.36,9.13,101.51,7.62,5.59,2.8,5.31,-2.97,83.56,100.8,0.0,4.05,7.51,320.5,4.48,6.53,2.65,2.85,11.38
2021-03-16,302.06,-2.74,6.8,102.15,6.55,4.45,2.3,5.62,-1.82,92.75,101.44,0.0,3.34,6.49,302.12,3.31,4.85,1.95,3.88,9.65
2021-03-17,307.25,-7.51,7.32,102.37,5.98,1.32,0.8,4.82,-5.25,85.38,101.65,0.0,1.13,5.92,307.25,5.34,7.64,2.94,1.19,8.39
2021-03-18,306.19,-4.3,7.69,102.04,4.9,0.87,0.46,4.58,-2.99,88.06,101.32,0.0,0.66,5.05,306.19,3.05,4.38,2.65,1.64,7.76
2021-03-19,59.12,-5.8,12.04,101.84,4.46,-4.98,-2.52,3.66,-4.05,74.88,101.12,0.0,-3.59,4.8,59.12,4.88,6.99,0.34,0.18,8.87
2021-03-20,86.06,-4.3,15.26,102.45,3.9,-1.25,-0.72,3.6,-2.94,78.56,101.72,3.91,-0.98,4.53,86.06,3.08,4.49,-0.23,0.02,9.86
2021-03-21,154.94,-4.41,7.67,102.12,5.93,0.62,0.15,4.58,-2.96,82.5,101.41,0.0,0.31,5.98,154.94,3.06,4.57,0.22,0.21,12.13
2021-03-22,29.81,-2.78,8.58,102.19,5.22,-1.26,-0.56,3.97,-1.93,77.19,101.47,0.0,-0.86,5.56,29.88,2.16,3.16,0.36,0.01,10.48
2021-03-23,205.5,1.44,18.37,102.16,6.55,0.72,0.31,4.27,0.88,75.81,101.45,0.0,0.5,6.19,205.44,1.07,1.74,0.36,0.0,13.45
2021-03-24,242.12,1.66,18.86,101.83,8.43,3.12,1.25,4.82,1.13,76.62,101.12,0.0,2.05,8.33,242.19,2.06,3.43,0.77,0.0,17.04
2021-03-25,218.19,1.09,9.91,101.7,8.68,3.06,1.32,5.31,0.62,80.56,101.0,0.0,2.08,8.49,218.38,1.63,2.63,4.02,0.95,14.19
2021-03-26,225.12,3.98,12.14,101.28,8.14,5.84,2.7,5.43,2.69,82.0,100.58,0.0,4.0,8.15,225.12,4.04,5.99,1.91,2.04,13.64
2021-03-27,251.19,1.54,14.8,102.1,6.83,7.41,3.59,4.58,0.98,79.5,101.39,0.0,5.31,7.03,251.19,3.83,5.69,2.31,0.45,12.23
2021-03-28,228.31,2.97,18.58,102.45,8.87,5.37,2.16,5.0,1.9,76.56,101.74,0.0,3.35,8.85,228.31,2.88,4.48,2.12,0.0,15.86
2021-03-29,190.25,2.58,19.98,102.57,11.5,1.08,0.51,5.13,1.57,70.19,101.87,0.0,0.65,10.91,190.25,1.91,3.22,2.82,0.0,20.53
2021-03-30,153.56,2.45,19.43,102.34,13.82,-1.72,-0.76,6.16,1.44,69.56,101.64,0.0,-1.22,12.8,153.56,1.68,2.83,5.11,0.0,22.32
2021-03-31,194.06,1.66,18.75,101.7,16.9,0.95,0.5,6.1,1.14,56.38,101.02,0.0,0.73,13.94,193.94,1.35,1.98,9.66,0.0,23.69
2021-04-01,53.44,-2.88,17.65,101.56,15.8,-3.02,-1.49,6.9,-1.98,65.56,100.88,0.0,-2.16,14.08,53.31,2.6,3.77,8.4,0.0,22.79
2021-04-02,28.75,-6.19,19.79,101.94,7.9,-4.53,-2.44,4.21,-4.32,69.06,101.23,0.0,-3.48,8.48,28.75,4.99,7.14,3.15,0.0,13.76
2021-04-03,31.44,-5.5,15.29,102.21,6.61,-4.77,-2.41,4.03,-3.81,71.25,101.5,0.0,-3.46,7.19,31.44,4.54,6.53,2.69,0.01,12.0
2021-04-04,112.62,-3.27,21.01,101.98,6.15,-0.86,-0.73,4.15,-2.24,76.81,101.27,0.0,-0.85,7.05,112.62,2.52,3.7,1.08,0.01,12.94
2021-04-05,242.31,-3.13,7.63,101.27,3.84,3.18,1.72,3.78,-2.08,78.25,100.55,0.0,2.48,4.04,242.31,3.63,5.38,-2.44,0.61,9.34
2021-04-06,320.75,-3.52,15.81,101.46,1.86,4.32,1.95,2.69,-2.33,67.19,100.74,0.78,2.92,2.07,320.81,3.05,4.6,-3.35,0.18,5.95
2021-04-07,310.06,-2.05,21.72,101.95,3.32,4.74,2.39,2.93,-1.25,68.88,101.23,0.0,3.47,3.9,310.12,2.91,4.38,-3.6,0.01,9.9
2021-04-08,230.69,1.15,18.4,101.88,6.08,1.15,0.53,3.54,0.73,67.38,101.17,0.0,0.81,6.25,230.69,1.07,1.69,0.03,0.0,12.34
2021-04-09,237.25,1.8,15.88,100.98,9.41,2.82,1.18,5.37,1.16,75.56,100.28,0.0,1.85,9.46,237.25,2.16,3.39,2.73,5.14,16.45
2021-04-10,216.81,0.75,9.44,100.54,8.66,1.48,0.47,6.59,0.53,94.12,99.84,0.0,0.8,8.48,216.0,1.68,2.59,5.81,16.79,12.33
2021-04-11,193.06,-5.78,7.03,101.12,4.97,0.04,-0.08,4.03,-3.96,78.31,100.41,0.0,-0.06,5.3,193.06,4.01,5.86,0.19,3.66,9.16
2021-04-12,278.38,-2.07,18.44,102.43,4.69,2.51,1.32,3.78,-1.27,77.38,101.71,0.0,1.93,5.12,278.44,1.95,3.05,-1.22,0.47,10.24
2021-04-13,48.81,-2.38,22.48,102.77,4.52,-4.29,-1.84,3.11,-1.55,68.0,102.05,0.0,-2.81,5.28,48.81,2.42,3.71,-1.45,0.01,10.73
2021-04-14,33.38,-3.28,17.56,102.55,4.51,-3.15,-1.18,3.11,-2.18,66.94,101.83,0.0,-1.91,5.02,33.38,2.56,3.94,-2.42,0.0,10.69
2021-04-15,36.62,-3.76,16.85,102.45,4.35,-4.16,-1.91,3.42,-2.56,72.38,101.73,3.12,-2.8,4.92,36.62,3.21,4.7,-0.34,0.02,9.23
2021-04-16,32.25,-4.11,12.35,102.26,5.05,-4.04,-1.85,3.54,-2.76,71.62,101.54,0.78,-2.72,5.46,32.25,3.37,4.99,-1.23,0.01,10.74
2021-04-17,18.38,-4.98,18.63,102.03,6.96,-2.41,-1.22,4.03,-3.44,71.69,101.32,0.0,-1.74,7.65,18.38,3.68,5.32,0.98,0.01,13.92
2021-04-18,55.25,-3.44,15.27,101.86,7.22,-1.06,-0.38,4.33,-2.28,74.94,101.15,0.0,-0.61,7.87,55.25,2.33,3.52,0.89,0.0,13.73
2021-04-19,139.81,-1.65,21.43,101.58,8.93,-1.51,-0.23,4.88,-1.07,75.44,100.88,0.0,-0.7,9.91,139.94,1.48,2.41,1.77,0.0,16.13
2021-04-20,74.31,-0.49,18.98,101.21,10.79,-2.32,-0.82,5.31,-0.34,72.81,100.51,0.0,-1.49,11.05,74.38,1.13,1.98,4.9,0.05,16.88
2021-04-21,41.69,-3.12,17.63,101.28,11.15,-3.7,-1.66,5.62,-2.09,73.12,100.59,0.0,-2.56,11.4,41.69,2.7,4.07,5.05,0.35,16.97
2021-04-22,49.69,-3.48,23.8,101.87,9.31,-5.83,-2.8,4.39,-2.38,67.5,101.17,0.0,-4.1,9.88,49.75,3.71,5.42,3.19,0.0,16.49
2021-04-23,68.25,-1.75,25.19,102.13,9.83,-6.8,-3.05,4.52,-1.16,67.94,101.43,0.0,-4.52,10.28,68.25,3.28,4.87,1.92,0.0,17.55
2021-04-24,57.06,-2.74,25.79,101.88,10.71,-5.9,-2.87,4.82,-1.87,67.69,101.18,0.0,-4.17,11.23,57.06,3.52,5.14,2.79,0.0,18.55
2021-04-25,47.69,-4.67,25.49,101.74,9.58,-6.98,-3.6,4.33,-3.2,64.25,101.04,0.0,-5.22,10.14,47.69,4.86,7.07,3.4,0.0,16.26
2021-04-26,49.06,-3.9,24.61,101.08,9.56,-6.48,-3.16,4.33,-2.65,65.25,100.38,0.0,-4.62,10.02,49.06,4.16,6.11,2.29,0.0,17.17
2021-04-27,45.5,-1.84,25.58,100.34,10.26,-2.93,-1.21,4.27,-1.2,64.56,99.65,0.0,-1.92,10.73,45.5,1.74,2.71,1.47,0.0,17.99
2021-04-28,203.88,1.52,15.2,99.88,11.49,1.57,0.52,5.37,1.12,67.44,99.19,0.0,0.83,10.96,203.75,2.02,3.05,5.57,1.66,18.24
2021-04-29,240.62,-2.77,15.74,100.49,8.64,1.03,0.51,5.0,-1.88,76.38,99.79,0.0,0.79,9.55,240.44,2.14,3.24,3.83,0.67,13.7
2021-04-30,43.12,-1.38,17.34,100.91,8.75,-2.59,-0.98,4.46,-0.9,69.75,100.21,0.0,-1.55,9.79,43.12,1.45,2.25,3.63,0.09,13.63
2021-05-01,99.25,-2.56,12.13,101.03,7.74,-1.91,-0.86,4.58,-1.7,74.81,100.33,0.0,-1.25,8.24,99.25,2.06,3.09,3.55,1.59,12.13
2021-05-02,279.56,-2.07,17.26,101.63,7.23,0.79,0.5,4.27,-1.41,72.56,100.92,0.0,0.68,7.29,279.44,1.55,2.27,1.53,0.29,11.09
2021-05-03,221.5,3.82,21.24,101.37,10.39,4.34,2.11,4.46,2.6,61.44,100.67,0.0,3.12,10.15,221.44,3.36,4.95,1.9,0.0,16.62
2021-05-04,255.69,2.57,8.85,100.23,10.79,10.7,5.22,5.07,1.76,66.44,99.54,0.0,7.7,11.0,255.69,6.01,8.87,5.39,2.03,16.16
2021-05-05,268.19,-0.02,19.02,100.65,7.95,8.07,3.77,4.27,-0.03,69.06,99.95,0.0,5.6,8.33,268.25,3.8,5.65,3.75,0.65,12.51
2021-05-06,252.75,0.36,8.78,100.32,6.77,2.3,0.62,5.25,0.27,86.94,99.62,0.0,1.14,7.05,252.69,1.97,3.05,2.36,7.59,10.35
2021-05-07,254.06,-0.06,24.19,101.17,9.35,2.79,1.34,4.33,-0.13,68.12,100.47,0.0,1.95,10.04,254.06,1.87,2.98,1.51,0.01,15.52
2021-05-08,189.06,4.95,16.49,100.68,13.7,1.53,0.84,7.45,3.19,77.25,99.99,0.0,1.19,13.58,189.06,3.47,5.37,6.39,0.44,20.81
2021-05-09,185.56,6.85,17.67,99.61,18.53,1.47,0.7,10.38,4.58,80.69,98.94,0.0,1.02,18.39,185.62,4.77,7.14,13.71,6.55,25.44
2021-05-10,215.19,4.89,17.77,100.09,14.37,4.7,2.2,7.39,3.29,75.88,99.42,0.0,3.3,14.73,215.25,4.02,5.99,9.33,2.53,18.69
2021-05-11,238.81,1.45,13.4,100.55,12.24,3.98,1.84,6.35,0.92,75.5,99.86,0.0,2.74,12.39,238.69,2.09,3.16,8.06,0.96,16.98
2021-05-12,197.38,3.2,17.7,100.65,11.53,1.5,0.72,6.04,2.16,75.5,99.96,0.0,1.03,12.4,197.38,2.44,3.62,5.65,0.2,16.26
2021-05-13,221.81,2.86,16.95,100.3,11.5,4.03,2.02,6.29,1.92,78.5,99.61,0.0,2.93,12.28,221.75,2.92,4.3,7.19,4.69,15.83
2021-05-14,248.5,1.12,14.23,100.37,10.58,4.16,1.88,6.41,0.77,83.88,99.68,0.0,2.82,10.99,248.62,2.4,3.59,6.8,3.42,15.13
2021-05-15,224.75,3.38,14.55,100.01,11.73,5.65,2.67,6.71,2.24,81.31,99.33,0.0,3.95,11.9,224.75,4.12,6.13,7.82,5.73,16.44
2021-05-16,234.0,3.38,16.7,99.87,12.12,6.85,3.34,6.9,2.29,81.06,99.18,0.0,4.92,12.38,234.0,4.12,6.08,8.06,6.11,16.74
2021-05-17,256.19,1.45,17.83,100.43,11.72,9.01,4.38,6.77,0.97,81.62,99.74,0.0,6.49,11.88,256.19,4.66,6.91,8.32,3.18,15.86
2021-05-18,275.0,0.08,16.63,101.15,11.44,5.37,2.63,6.23,0.11,78.25,100.45,0.0,3.92,11.89,274.94,2.8,4.2,7.85,1.61,15.59
2021-05-19,271.44,-0.64,16.47,101.49,10.64,6.18,2.85,6.16,-0.48,81.25,100.79,0.0,4.28,10.63,271.31,3.23,4.89,6.32,7.73,14.56
2021-05-20,229.38,3.74,18.84,101.43,12.0,4.88,2.14,5.98,2.57,73.25,100.74,0.0,3.23,12.26,229.44,3.57,5.3,5.48,0.09,17.4
2021-05-21,234.38,4.81,20.14,100.31,12.89,9.51,4.67,6.04,3.24,68.19,99.63,0.0,6.91,13.12,234.38,5.72,8.46,8.93,0.97,17.01
2021-05-22,239.44,3.97,18.72,100.41,11.56,8.72,4.27,6.1,2.68,75.06,99.72,0.0,6.32,11.86,239.44,5.12,7.58,8.01,2.08,15.97
2021-05-23,219.0,4.55,20.88,100.94,12.05,4.81,2.39,5.92,3.09,72.19,100.25,0.0,3.49,12.65,219.0,4.04,5.93,6.19,0.2,16.86
2021-05-24,222.38,5.19,14.39,100.48,11.17,6.88,3.41,6.23,3.51,78.62,99.79,0.0,5.02,11.43,222.31,5.2,7.68,8.22,9.36,15.68
2021-05-25,252.44,1.94,20.05,101.32,11.12,9.02,4.55,6.23,1.31,79.12,100.62,0.0,6.7,11.58,252.44,4.82,7.1,7.15,6.54,15.31
2021-05-26,276.5,0.05,13.45,101.14,11.78,6.24,3.15,6.29,0.07,77.56,100.45,0.0,4.7,11.98,276.31,3.7,5.53,7.26,5.46,15.58
2021-05-27,242.25,-1.47,24.69,101.62,13.04,-0.11,0.2,6.53,-0.95,75.5,100.93,0.0,0.23,13.95,241.56,1.32,2.11,4.59,0.02,19.45
2021-05-28,67.12,-1.23,28.0,101.74,14.53,-4.65,-2.02,7.02,-0.79,74.25,101.05,0.0,-3.03,15.13,67.06,2.2,3.32,8.5,0.03,20.66
2021-05-29,63.88,-1.67,25.93,101.92,15.45,-5.08,-2.14,7.2,-1.09,71.5,101.23,0.0,-3.23,15.75,63.88,2.45,3.7,9.37,0.0,21.44
2021-05-30,63.88,-1.95,28.29,101.89,15.88,-5.94,-2.56,7.08,-1.3,69.44,101.21,0.0,-3.91,16.26,63.88,2.88,4.38,9.24,0.0,21.86
2021-05-31,86.31,-0.26,26.85,101.46,16.13,-6.89,-2.88,6.96,-0.16,67.69,100.78,0.0,-4.43,16.37,86.31,2.89,4.45,9.0,0.0,22.33
2021-06-01,93.69,0.3,29.87,100.86,18.16,-6.57,-2.81,8.67,0.2,70.88,100.19,0.0,-4.23,18.48,93.75,2.84,4.27,8.95,0.05,25.58
2021-06-02,186.69,2.9,20.89,100.89,19.56,0.52,0.3,11.6,1.89,84.12,100.22,0.0,0.42,19.64,186.88,2.2,3.38,13.62,4.37,24.07
2021-06-03,172.31,-0.04,21.37,101.47,20.02,0.2,0.11,10.74,0.1,79.06,100.79,0.0,0.13,20.55,172.38,0.84,1.41,14.34,2.73,25.32
2021-06-04,162.31,0.41,16.95,101.57,17.77,-0.24,0.0,11.23,0.34,90.5,100.89,0.0,0.01,17.93,162.44,1.74,2.59,14.43,11.3,20.81
2021-06-05,316.69,-3.59,12.75,101.94,15.73,2.73,1.48,8.79,-2.42,82.81,101.25,0.0,2.13,16.15,316.75,2.91,4.3,12.26,0.98,19.83
2021-06-06,152.5,-2.98,22.14,101.96,16.52,-0.37,-0.08,8.24,-1.99,75.44,101.28,0.0,-0.15,17.19,152.62,2.02,3.02,10.98,0.04,21.78
2021-06-07,139.5,-2.81,24.8,101.86,17.36,-0.51,-0.1,8.61,-1.84,75.69,101.17,0.0,-0.21,18.1,139.62,1.87,2.86,9.98,0.04,23.05
2021-06-08,81.56,-2.5,25.75,101.85,18.59,-0.64,-0.16,9.03,-1.59,73.88,101.17,0.0,-0.3,19.33,81.69,1.62,2.54,10.76,0.02,24.33
2021-06-09,220.25,-1.45,26.1,101.78,19.99,-0.38,-0.03,9.52,-0.91,72.06,101.1,0.0,-0.12,20.62,220.25,1.12,1.76,11.98,0.04,25.37
2021-06-10,181.81,-1.84,24.69,101.69,19.99,0.2,0.23,9.89,-1.16,73.62,101.01,0.0,0.26,20.85,181.94,1.38,2.12,13.2,0.16,25.67
2021-06-11,248.44,-2.22,28.61,101.63,19.91,1.21,0.77,10.44,-1.48,76.69,100.96,0.0,1.01,20.9,248.31,1.84,2.7,12.88,0.02,25.8
