Date,T2M,PRECTOT,RH2M,WS2M,ALLSKY_SFC_SW_DWN,TMAX,TMIN
2024-01-11,87.62,-2.26,6.07,3.3,0.0,-4.07,1.89
2024-01-12,92.75,-1.05,3.16,2.12,0.06,-3.58,2.76
2024-01-13,90.19,-1.92,2.09,1.06,0.1,-3.4,-0.07
2024-01-14,88.69,-2.99,2.32,1.34,0.08,-4.69,-0.45
2024-01-15,87.38,-0.72,5.46,2.06,0.3,-2.78,3.76
2024-01-16,86.5,-2.67,6.23,1.41,0.11,-6.28,2.62
2024-01-17,96.56,0.62,2.23,2.77,20.56,-2.78,5.44
2024-01-18,93.88,-2.7,5.44,3.27,4.32,-6.62,1.48
2024-01-19,94.25,-3.31,4.26,1.01,0.05,-6.27,2.11
2024-01-20,90.75,-4.02,7.11,2.26,0.05,-6.99,1.17
2024-01-21,92.75,0.98,3.24,5.7,0.21,-3.64,4.13
2024-01-22,95.0,6.36,3.28,6.48,2.73,4.08,9.75
2024-01-23,95.88,7.19,2.78,5.16,0.78,2.96,11.76
2024-01-24,91.06,11.05,4.9,4.73,0.67,8.03,13.41
2024-01-25,96.75,9.54,3.55,2.35,1.98,7.57,12.08
2024-01-26,85.69,7.07,4.8,3.52,1.52,1.3,11.8
2024-01-27,88.75,1.55,6.46,1.93,0.03,-1.41,7.44
2024-01-28,91.19,2.77,5.98,3.0,0.04,-1.87,7.92
2024-01-29,95.81,7.69,6.46,3.24,0.13,4.47,11.79
2024-01-30,91.69,8.05,3.21,2.5,0.11,4.55,11.55
2024-01-31,89.38,6.3,4.0,2.22,0.01,2.97,11.01
